candidate_id,campaign_twitter,official_twitter,personal_twitter,tenure,party,gender,state,ballotpedia_url,name,incumbent,ethnicity,campaign_budget,has_twitter,num_tweets
57,,,,,Republican Party,Male,Arizona,https://ballotpedia.org/Chris_Sylvester_(Arizona),Chris Sylvester (Arizona),FALSE,,,FALSE,0
58,,,,,Republican Party,Male,Arizona,https://ballotpedia.org/Clair_Van_Steenwyk,Clair Van Steenwyk,FALSE,,,FALSE,0
59,,,,,Republican Party,Male,Arizona,https://ballotpedia.org/Danny_Morales,Danny Morales,FALSE,,,FALSE,0
60,VoteGiles,,,,Republican Party,Male,Arizona,https://ballotpedia.org/Dave_Giles,Dave Giles,FALSE,,,TRUE,0
61,,,,,Republican Party,Male,Arizona,https://ballotpedia.org/David_Lien,David Lien,FALSE,,,FALSE,0
62,DavidSchweikert,RepDavid,,2011 - Present,Republican Party,Male,Arizona,https://ballotpedia.org/David_Schweikert,David Schweikert,TRUE,,,TRUE,9
63,DebbieLesko,RepDLesko,,2018 - Present,Republican Party,Female,Arizona,https://ballotpedia.org/Debbie_Lesko,Debbie Lesko,TRUE,,,TRUE,0
64,,,,,Republican Party,Female,Arizona,https://ballotpedia.org/Edna_San_Miguel,Edna San Miguel,FALSE,,,FALSE,0
65,von_behr,,,,Independent,Female,Arizona,https://ballotpedia.org/Irina_Baroness_Von_Behr,Irina Baroness Von Behr,FALSE,,,TRUE,76
66,,,,,Republican Party,,Arizona,https://ballotpedia.org/Jordan_Flayer,Jordan Flayer,FALSE,,,FALSE,0
67,LeaPeterson,,,,Republican Party,Female,Arizona,https://ballotpedia.org/Lea_Marquez_Peterson,Lea Marquez Peterson,FALSE,,,TRUE,166
68,,,,,Republican Party,Male,Arizona,https://ballotpedia.org/Mark_Yates,Mark Yates,FALSE,,,FALSE,0
69,MarthaMcSally,SenMcSallyAZ,,,Republican Party,Female,Arizona,https://ballotpedia.org/Martha_McSally,Martha McSally,FALSE,,,TRUE,0
70,PiersonCongress,,PiersonCongress,,Nonpartisan,Male,Arizona,https://ballotpedia.org/Nicolas_Pierson,Nicolas Pierson,FALSE,,,TRUE,0
71,,RepGosar,DrPaulGosar,2011 - Present,Republican Party,Male,Arizona,https://ballotpedia.org/Paul_Gosar,Paul Gosar,TRUE,,,TRUE,0
72,,,,,Republican Party,Male,Arizona,https://ballotpedia.org/Phil_Lovas,Phil Lovas,FALSE,,,FALSE,0
73,,,,,Republican Party,Male,Arizona,https://ballotpedia.org/Richard_Mack_(Arizona),Richard Mack (Arizona),FALSE,,,FALSE,0
74,,,,,Republican Party,Female,Arizona,https://ballotpedia.org/Sandra_Dowling,Sandra Dowling,FALSE,,,FALSE,0
75,,,,,Republican Party,Male,Arizona,https://ballotpedia.org/Sergio_Arellano,Sergio Arellano,FALSE,,,FALSE,0
76,,,,,Republican Party,Male,Arizona,https://ballotpedia.org/Stephen_Dolgos,Stephen Dolgos,FALSE,,,FALSE,0
77,SteveMontenegro,,,,Republican Party,Male,Arizona,https://ballotpedia.org/Steve_B._Montenegro,Steve B. Montenegro,FALSE,,,TRUE,59
78,,,steveferraramd,,Republican Party,Male,Arizona,https://ballotpedia.org/Steve_Ferrara,Steve Ferrara,FALSE,,,TRUE,341
79,,,senstevesmith,,Republican Party,Male,Arizona,https://ballotpedia.org/Steve_Smith_(Arizona),Steve Smith (Arizona),FALSE,,,TRUE,191
80,Tiffany_Shedd,,,,Republican Party,Female,Arizona,https://ballotpedia.org/Tiffany_Shedd,Tiffany Shedd,FALSE,,,TRUE,0
81,WendyRogersAZ,,,,Republican Party,Female,Arizona,https://ballotpedia.org/Wendy_Rogers,Wendy Rogers,FALSE,,,TRUE,0
82,,,swinggary,,Campaign website,Male,Colorado,https://ballotpedia.org/Gary_Swing,Gary Swing,FALSE,,,TRUE,0
83,,,,,Green Party,Male,Arizona,https://ballotpedia.org/Haryaksha_Gregor_Knauer,Haryaksha Gregor Knauer,FALSE,,,FALSE,0
84,,,,,Republican Party,Male,Arizona,https://ballotpedia.org/Stephen_Dolgos,Stephen Dolgos,FALSE,,,FALSE,0
85,DecideonDesai,,,,Democratic Party,Male,Arkansas,https://ballotpedia.org/Chintan_Desai,Chintan Desai,FALSE,,,TRUE,299
86,clarketucker,clarketucker,,,Democratic Party,Male,Arkansas,https://ballotpedia.org/Clarke_Tucker,Clarke Tucker,FALSE,,,TRUE,460
87,,,combsforAR,,Democratic Party,Female,Arkansas,https://ballotpedia.org/Gwen_Combs,Gwen Combs,FALSE,,,TRUE,0
88,,,HaydenShamel,,Democratic Party,Female,Arkansas,https://ballotpedia.org/Hayden_Shamel,Hayden Shamel,FALSE,,,TRUE,0
89,,,votedunkleyar,,Democratic Party,Male,Arkansas,https://ballotpedia.org/Jonathan_Dunkley,Jonathan Dunkley,FALSE,,,TRUE,65
90,joshuamahony,,,,Democratic Party,Male,Arkansas,https://ballotpedia.org/Joshua_Mahony,Joshua Mahony,FALSE,,,TRUE,0
91,,,cantbuypaul,,Democratic Party,Male,Arkansas,https://ballotpedia.org/Paul_Spencer_(Arkansas),Paul Spencer (Arkansas),FALSE,,,TRUE,395
92,WestermanAR,RepWesterman,bruce_westerman,2015 - Present,Republican Party,Male,Arkansas,https://ballotpedia.org/Bruce_Westerman,Bruce Westerman,TRUE,,,TRUE,237
93,ElectFrench,RepFrenchHill,,2015 - Present,Republican Party,Male,Arkansas,https://ballotpedia.org/French_Hill,French Hill,TRUE,,,TRUE,92
94,,,,,Republican Party,Male,Arkansas,https://ballotpedia.org/Randy_Caldwell,Randy Caldwell,FALSE,,,FALSE,0
95,Crawford4Cong,RepRickCrawford,,2011 - Present,Republican Party,Male,Arkansas,https://ballotpedia.org/Rick_Crawford_(Arkansas),Rick Crawford (Arkansas),TRUE,,,TRUE,90
96,,,rryerse,,Republican Party,Male,Arkansas,https://ballotpedia.org/Robb_Ryerse,Robb Ryerse,FALSE,,,TRUE,0
97,womack4congress,rep_stevewomack,,2011 - Present,Republican Party,Male,Arkansas,https://ballotpedia.org/Steve_Womack,Steve Womack,TRUE,,,TRUE,69
98,elvisdpresley,,,,Libertarian Party,Male,Arkansas,https://ballotpedia.org/Elvis_Presley,Elvis Presley,FALSE,,,TRUE,0
99,KalagiasforUS,,,,Libertarian Party,Male,Arkansas,https://ballotpedia.org/Michael_Kalagias,Michael Kalagias,FALSE,,,TRUE,49
100,,,,,Libertarian Party,Male,Arkansas,https://ballotpedia.org/Tom_Canada,Tom Canada,FALSE,,,FALSE,0
101,AdamSchiff,RepAdamSchiff,,2001 - Present,Democratic Party,Male,California,https://ballotpedia.org/Adam_Schiff,Adam Schiff,TRUE,,,TRUE,288
102,,,AjaLBrown,,Democratic Party,Female,California,https://ballotpedia.org/Aja_Brown,Aja Brown,FALSE,,,TRUE,150
103,alanlowenthal,RepLowenthal,,2013 - Present,Democratic Party,Male,California,https://ballotpedia.org/Alan_Lowenthal,Alan Lowenthal,TRUE,,,TRUE,370
104,BeraForCongress,RepBera,,2013 - Present,Democratic Party,Male,California,https://ballotpedia.org/Ami_Bera,Ami Bera,TRUE,,,TRUE,371
105,ACampaNajjar,,,,Democratic Party,Male,California,https://ballotpedia.org/Ammar_Campa-Najjar,Ammar Campa-Najjar,FALSE,,,TRUE,0
106,,,JanzforCongress,,Democratic Party,Male,California,https://ballotpedia.org/Andrew_Janz,Andrew Janz,FALSE,,,TRUE,0
107,,,,,Democratic Party,Male,California,https://ballotpedia.org/Andy_Caffrey,Andy Caffrey,FALSE,,,FALSE,0
108,,,AndyThorburnCA,,Nonpartisan,Male,California,https://ballotpedia.org/Andy_Thorburn,Andy Thorburn,FALSE,,,TRUE,576
109,Angelica4CA,,,,Democratic Party,Female,California,https://ballotpedia.org/Angelica_Due%C3%B1as,Angelica Dueñas,FALSE,,,TRUE,0
110,Eshoo4Congress,RepAnnaEshoo,,1993 - Present,Democratic Party,Female,California,https://ballotpedia.org/Anna_Eshoo,Anna Eshoo,TRUE,,,TRUE,133
111,audrey4congress,,,,Democratic Party,Female,California,https://ballotpedia.org/Audrey_Denney,Audrey Denney,FALSE,,,TRUE,0
112,BLeeForCongress,RepBarbaraLee,,1998 - Present,Democratic Party,Female,California,https://ballotpedia.org/Barbara_Lee_(California),Barbara Lee (California),TRUE,,,TRUE,0
113,BobbyBliatout,,,,Democratic Party,Male,California,https://ballotpedia.org/Bobby_Bliatout,Bobby Bliatout,FALSE,,,TRUE,0
114,,,impeachappeaser,,Democratic Party,,California,https://ballotpedia.org/Boyd_Roberts,Boyd Roberts,FALSE,,,TRUE,0
115,,BradSherman,,1997 - Present,Democratic Party,Female,California,https://ballotpedia.org/Brad_Sherman,Brad Sherman,TRUE,,,TRUE,0
116,,,,,Independent,Male,California,https://ballotpedia.org/Brant_John-Michael_Williams,Brant John-Michael Williams,FALSE,,,FALSE,0
117,,,,,Democratic Party,Male,California,https://ballotpedia.org/Brian_Forde,Brian Forde,FALSE,,,FALSE,0
118,,,BryanCaforio,,Democratic Party,Male,California,https://ballotpedia.org/Bryan_Caforio,Bryan Caforio,FALSE,,,TRUE,326
119,wittforprogress,,wittforprogress,,Democratic Party,Male,California,https://ballotpedia.org/Bryan_Witt,Bryan Witt,FALSE,,,TRUE,0
120,DaveMinCA,SenDaveMin,,,Democratic Party,Male,California,https://ballotpedia.org/Dave_Min,Dave Min,FALSE,,,TRUE,0
121,,,HoldCongresAcc,,Democratic Party,Male,California,https://ballotpedia.org/David_Peterson,David Peterson,FALSE,,,TRUE,0
122,,,,,Democratic Party,Female,California,https://ballotpedia.org/Deanie_Schaarsmith,Deanie Schaarsmith,FALSE,,,FALSE,0
123,,,,,Democratic Party,Male,California,https://ballotpedia.org/Dennis_Duncan,Dennis Duncan,FALSE,,,FALSE,0
124,,,,,Democratic Party,Male,California,https://ballotpedia.org/Dennis_Lytton,Dennis Lytton,FALSE,,,FALSE,0
125,Matsui4Congress,DorisMatsui,,2005 - Present,Democratic Party,Female,California,https://ballotpedia.org/Doris_Matsui,Doris Matsui,TRUE,,,TRUE,148
126,,,,,Democratic Party,Female,California,https://ballotpedia.org/Dotty_Nygard,Dotty Nygard,FALSE,,,FALSE,0
127,,,dlapplegate1,,Democratic Party,Male,California,https://ballotpedia.org/Douglas_Applegate,Douglas Applegate,FALSE,,,TRUE,5
128,,,,,Democratic Party,Male,California,https://ballotpedia.org/Douglas_Deitch,Douglas Deitch,FALSE,,,FALSE,0
129,,,,,Democratic Party,Male,California,https://ballotpedia.org/Emory_Rodgers,Emory Rodgers,FALSE,,,FALSE,0
130,ericswalwell,RepSwalwell,,2013 - Present,Democratic Party,Male,California,https://ballotpedia.org/Eric_Swalwell,Eric Swalwell,TRUE,,,TRUE,0
131,GilCisnerosCA,RepGilCisneros,,,Democratic Party,Male,California,https://ballotpedia.org/Gil_Cisneros,Gil Cisneros,FALSE,,,TRUE,5
132,,gracenapolitano,,1999 - Present,Democratic Party,Female,California,https://ballotpedia.org/Grace_Napolitano,Grace Napolitano,TRUE,,,TRUE,0
133,,,,,Democratic Party,Male,California,https://ballotpedia.org/Hans_Keirstead,Hans Keirstead,FALSE,,,FALSE,0
134,HarleyRouda,RepHarley,,,Democratic Party,Male,California,https://ballotpedia.org/Harley_Rouda,Harley Rouda,FALSE,,,TRUE,33
135,,,,,Democratic Party,Male,California,https://ballotpedia.org/Herbert_Lee_(California_congressional_candidate),Herbert Lee (California congressional candidate),FALSE,,,FALSE,0
136,JackieSpeier,RepSpeier,,2008 - Present,Democratic Party,Female,California,https://ballotpedia.org/Jackie_Speier,Jackie Speier,TRUE,,,TRUE,146
137,JaredHuffman,RepHuffman,,2013 - Present,Democratic Party,Male,California,https://ballotpedia.org/Jared_Huffman,Jared Huffman,TRUE,,,TRUE,0
138,kishineff,,,,Democratic Party,Male,California,https://ballotpedia.org/Jason_Kishineff,Jason Kishineff,FALSE,,,TRUE,0
139,jerrymcnerney,RepMcNerney,,2007 - Present,Democratic Party,Male,California,https://ballotpedia.org/Jerry_McNerney,Jerry McNerney,TRUE,,,TRUE,271
140,,,jessphoenix2018,,Democratic Party,Female,California,https://ballotpedia.org/Jess_Phoenix,Jess Phoenix,FALSE,,,TRUE,0
141,,,,,Democratic Party,Female,California,https://ballotpedia.org/Jessica_Holcombe,Jessica Holcombe,FALSE,,,FALSE,0
142,,,Morse4America,,Democratic Party,Female,California,https://ballotpedia.org/Jessica_Morse,Jessica Morse,FALSE,,,TRUE,180
143,,RepJimCosta,,2005 - Present,Democratic Party,Male,California,https://ballotpedia.org/Jim_Costa,Jim Costa,TRUE,,,TRUE,0
144,JimmyGomezCA,RepJimmyGomez,,2017 - Present,Democratic Party,Male,California,https://ballotpedia.org/Jimmy_Gomez,Jimmy Gomez,TRUE,,,TRUE,0
145,JimmyPanetta,RepJimmyPanetta,,2017 - Present,Democratic Party,Male,California,https://ballotpedia.org/Jimmy_Panetta,Jimmy Panetta,TRUE,,,TRUE,29
146,,,,,Republican Party,Male,California,https://ballotpedia.org/Joe_Baca,Joe Baca,FALSE,,,FALSE,0
147,,,jfitz4congress,,Republican Party,Male,California,https://ballotpedia.org/John_Fitzgerald_(California),John Fitzgerald (California),FALSE,,,TRUE,0
148,JohnGaramendi,RepGaramendi,,2009 - Present,Democratic Party,Male,California,https://ballotpedia.org/John_Garamendi,John Garamendi,TRUE,,,TRUE,19
149,,,John_4Congress,,Democratic Party,Male,California,https://ballotpedia.org/John_Nelson_(California),John Nelson (California),FALSE,,,TRUE,0
150,,,,,Democratic Party,Male,California,https://ballotpedia.org/Jon_Pelzer,Jon Pelzer,FALSE,,,FALSE,0
151,,,JoeShammasCA,,Democratic Party,Male,California,https://ballotpedia.org/Joseph_Shammas,Joseph Shammas,FALSE,,,TRUE,8
152,,,JoshButnerCA50,,Democratic Party,Male,California,https://ballotpedia.org/Josh_Butner,Josh Butner,FALSE,,,TRUE,100
153,JoshHarder,RepJoshHarder,,2019 - Present,Democratic Party,Male,California,https://ballotpedia.org/Josh_Harder,Josh Harder,TRUE,,,TRUE,3
154,jrmarjefferson,,JrmarJefferson,,Democratic Party,Male,California,https://ballotpedia.org/Jrmar_Jefferson,Jrmar Jefferson,FALSE,,,TRUE,34
155,,RepJuanVargas,,2013 - Present,Democratic Party,Male,California,https://ballotpedia.org/Juan_Vargas,Juan Vargas,TRUE,,,TRUE,50
156,JudyChuCampaign,RepJudyChu,,2009 - Present,Democratic Party,Female,California,https://ballotpedia.org/Judy_Chu,Judy Chu,TRUE,,,TRUE,3
157,JuliaBrownley,RepBrownley,,2013 - Present,Democratic Party,Female,California,https://ballotpedia.org/Julia_Brownley,Julia Brownley,TRUE,,,TRUE,98
158,Peacock4CA42,,,,Democratic Party,Female,California,https://ballotpedia.org/Julia_Peacock,Julia Peacock,FALSE,,,TRUE,0
159,,,,,Nonpartisan,Male,California,https://ballotpedia.org/Kaisar_Ahmed,Kaisar Ahmed,FALSE,,,FALSE,0
160,KarenBassTweets,RepKarenBass,,2011 - Present,Democratic Party,Female,California,https://ballotpedia.org/Karen_Bass,Karen Bass,TRUE,,,TRUE,53
161,KatieHill4CA,,,,Democratic Party,Female,California,https://ballotpedia.org/Katie_Hill,Katie Hill,FALSE,,,TRUE,0
162,katieporteroc,RepKatiePorter,,2019 - Present,Democratic Party,Female,California,https://ballotpedia.org/Katie_Porter,Katie Porter,TRUE,,,TRUE,0
163,,,,,Democratic Party,Male,California,https://ballotpedia.org/Kevin_Puett,Kevin Puett,FALSE,,,FALSE,0
164,,,,,Personal website,Male,California,https://ballotpedia.org/Khanh_Tran,Khanh Tran,FALSE,,,FALSE,0
165,,,KiaForCongress,,Democratic Party,Female,California,https://ballotpedia.org/Kia_Hamadanchy,Kia Hamadanchy,FALSE,,,TRUE,0
166,,,,,Democratic Party,Male,,https://ballotpedia.org/Kurtis_Wilson,Kurtis Wilson,FALSE,,,FALSE,0
167,,,Laura_Oatman,,Democratic Party,Female,California,https://ballotpedia.org/Laura_Oatman,Laura Oatman,FALSE,,,TRUE,121
168,LindaTSanchez,RepLindaSanchez,,2003 - Present,Democratic Party,Female,California,https://ballotpedia.org/Linda_S%C3%A1nchez,Linda Sánchez,TRUE,,,TRUE,8
169,,RepLouCorrea,,2017 - Present,Democratic Party,Female,California,https://ballotpedia.org/Lou_Correa,Lou Correa,TRUE,,,TRUE,145
170,,RepRoybalAllard,,1993 - Present,Democratic Party,Female,California,https://ballotpedia.org/Lucille_Roybal-Allard,Lucille Roybal-Allard,TRUE,,,TRUE,0
171,,,,,Democratic Party,Female,California,https://ballotpedia.org/Mai_Khanh_Tran,Mai Khanh Tran,FALSE,,,FALSE,0
172,,,,,Democratic Party,Female,California,https://ballotpedia.org/Marge_Doyle,Marge Doyle,FALSE,,,FALSE,0
173,MarkDeSaulnier,RepDeSaulnier,,2015 - Present,Democratic Party,Male,California,https://ballotpedia.org/Mark_DeSaulnier,Mark DeSaulnier,TRUE,,,TRUE,88
174,MarkTakano,RepMarkTakano,,2013 - Present,Democratic Party,Male,California,https://ballotpedia.org/Mark_Takano,Mark Takano,TRUE,,,TRUE,1
175,,,,,Democratic Party,Female,California,https://ballotpedia.org/Marty_Walters,Marty Walters,FALSE,,,FALSE,0
176,,,,,Democratic Party,Female,California,https://ballotpedia.org/Mary_Helen_Barro,Mary Helen Barro,FALSE,,,FALSE,0
177,,,,,Democratic Party,Female,California,https://ballotpedia.org/Mary_Pallant,Mary Pallant,FALSE,,,FALSE,0
178,,RepMaxineWaters,,1991 - Present,Democratic Party,Female,California,https://ballotpedia.org/Maxine_Waters,Maxine Waters,TRUE,,,TRUE,170
179,,,eggman4congress,,Democratic Party,Male,California,https://ballotpedia.org/Michael_Eggman,Michael Eggman,FALSE,,,TRUE,0
180,,,Kotick4Congress,,Democratic Party,Male,California,https://ballotpedia.org/Michael_Kotick,Michael Kotick,FALSE,,,TRUE,0
181,mjbarkl,,,,Democratic Party,Male,California,https://ballotpedia.org/Mike_Barkley,Mike Barkley,FALSE,,,TRUE,163
182,MikeLevin,RepMikeLevin,,2019 - Present,Democratic Party,Male,California,https://ballotpedia.org/Mike_Levin,Mike Levin,TRUE,,,TRUE,0
183,Mike_CA05,RepThompson,,1999 - Present,Democratic Party,Male,California,https://ballotpedia.org/Mike_Thompson_(California),Mike Thompson (California),TRUE,,,TRUE,48
184,TeamPelosi,SpeakerPelosi,,1987 - Present,Democratic Party,Female,California,https://ballotpedia.org/Nancy_Pelosi,Nancy Pelosi,TRUE,,,TRUE,0
185,Nanette4CA,RepBarragan,,2017 - Present,Democratic Party,Female,California,https://ballotpedia.org/Nanette_Barrag%C3%A1n,Nanette Barragán,TRUE,,,TRUE,407
186,Norma4Congress,NormaJTorres,,2015 - Present,Democratic Party,Female,California,https://ballotpedia.org/Norma_Torres,Norma Torres,TRUE,,,TRUE,88
187,,,,,Democratic Party,Male,California,https://ballotpedia.org/Norman_Quintero,Norman Quintero,FALSE,,,FALSE,0
188,,,OmarInTheHouse_,,Democratic Party,Male,California,https://ballotpedia.org/Omar_Siddiqui,Omar Siddiqui,FALSE,,,TRUE,352
189,,,Votemalloy4cong,,Democratic Party,Male,California,https://ballotpedia.org/Patrick_Malloy_(California),Patrick Malloy (California),FALSE,,,TRUE,0
