Unnamed: 0,candidate_id,womens_rights_count,womens_rights_average_favorites,womens_rights_sum_favorites,womens_rights_average_retweets,womens_rights_sum_retweets,familycare_count,familycare_average_favorites,familycare_sum_favorites,familycare_average_retweets,familycare_sum_retweets,education_count,education_average_favorites,education_sum_favorites,education_average_retweets,education_sum_retweets,healthcare_count,healthcare_average_favorites,healthcare_sum_favorites,healthcare_average_retweets,healthcare_sum_retweets,military_count,military_average_favorites,military_sum_favorites,military_average_retweets,military_sum_retweets,economics_count,economics_average_favorites,economics_sum_favorites,economics_average_retweets,economics_sum_retweets,foreign_affairs_count,foreign_affairs_average_favorites,foreign_affairs_sum_favorites,foreign_affairs_average_retweets,foreign_affairs_sum_retweets,policing_count,policing_average_favorites,policing_sum_favorites,policing_average_retweets,policing_sum_retweets,covid_count,covid_average_favorites,covid_sum_favorites,covid_average_retweets,covid_sum_retweets,total_candidate_favorites,total_candidate_retweets,mean_candidate_favorites,mean_candidate_retweets,total_tweets,party,gender,masculine_count,feminine_count,masculine_total_engagement,feminine_total_engagement,masculine_average_engagement,feminine_average_engagement
1002,1546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.5,17.0,3.5,7.0,2.0,9.0,18.0,2.5,5.0,0.0,0.0,0.0,0.0,0.0,5.0,8.2,41.0,4.8,24.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,1.0,1.0,4.0,5.5,22.0,2.0,8.0,13495,5476,87.62987012987013,35.558441558441565,154,Republican Party,Male,6.0,4.0,73.0,47.0,12.166666666666664,11.75
1003,1547.0,10.0,1296.5,12965.0,408.1,4081.0,9.0,33.111111111111114,298.0,10.0,90.0,6.0,11.0,66.0,1.8333333333333333,11.0,3.0,27.0,81.0,4.666666666666667,14.0,14.0,39.142857142857146,548.0,10.642857142857142,149.0,16.0,25.4375,407.0,5.3125,85.0,2.0,42.5,85.0,17.5,35.0,20.0,26.15,523.0,4.95,99.0,17.0,72.41176470588233,1231.0,23.176470588235286,394.0,50871,15898,64.80382165605096,20.25222929936306,785,Republican Party,Male,52.0,28.0,1931.0,17606.0,37.134615384615394,628.7857142857142
1004,1548.0,0.0,0.0,0.0,0.0,0.0,4.0,55.5,222.0,16.25,65.0,1.0,99.0,99.0,41.0,41.0,12.0,26.33333333333333,316.0,7.25,87.0,3.0,11.333333333333336,34.0,1.6666666666666667,5.0,9.0,26.222222222222218,236.0,5.666666666666668,51.0,0.0,0.0,0.0,0.0,0.0,3.0,364.66666666666674,1094.0,92.0,276.0,46.0,79.71739130434783,3667.0,23.97826086956522,1103.0,19917,8657,67.74489795918367,29.44557823129252,294,Republican Party,Male,15.0,17.0,1696.0,830.0,113.06666666666666,48.82352941176471
1005,1551.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.7142857142857144,19.0,0.7142857142857143,5.0,10.0,2.5,25.0,0.4,4.0,1.0,1.0,1.0,0.0,0.0,10.0,3.8,38.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,2434,559,7.877022653721683,1.8090614886731393,309,Libertarian Party,Male,28.0,4.0,102.0,6.0,3.6428571428571432,1.5
1006,1554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2,6.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.7142857142857142,12.0,0.42857142857142855,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,10,1.098360655737705,0.16393442622950818,61,Libertarian Party,Male,8.0,11.0,16.0,12.0,2.0,1.0909090909090908
1007,1556.0,0.0,0.0,0.0,0.0,0.0,9.0,0.7777777777777778,7.0,0.4444444444444444,4.0,2.0,0.0,0.0,0.0,0.0,20.0,1.1,22.0,0.65,13.0,10.0,1.1,11.0,0.9,9.0,26.0,0.7692307692307693,20.0,0.4615384615384616,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,21.0,0.9523809523809524,20.0,0.4761904761904762,10.0,4774,1248,8.317073170731707,2.1742160278745644,574,Democratic Party,Female,40.0,31.0,52.0,46.0,1.3,1.4838709677419355
1008,1557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.8,9.0,0.8,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0.6666666666666666,2.0,261,163,1.5818181818181818,0.987878787878788,165,Democratic Party,Male,1.0,5.0,3.0,13.0,3.0,2.6
1009,1558.0,2.0,134.5,269.0,14.0,28.0,1.0,206.0,206.0,35.0,35.0,8.0,128.5,1028.0,30.125,241.0,11.0,242.0909090909091,2663.0,73.0909090909091,804.0,0.0,0.0,0.0,0.0,0.0,10.0,130.0,1300.0,23.8,238.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,25.0,6.0,6.0,2.0,241.5,483.0,21.0,42.0,34789,6328,123.36524822695036,22.43971631205674,282,Democratic Party,Female,11.0,22.0,1569.0,5274.0,142.63636363636363,239.72727272727272
1010,1560.0,2.0,7.5,15.0,0.0,0.0,4.0,10.0,40.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,14.5,29.0,3.0,6.0,11.0,38.27272727272727,421.0,14.090909090909092,155.0,3.0,18.666666666666668,56.0,1.3333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,32.0,4.5,9.0,1.0,33.0,33.0,4.0,4.0,5735,1731,15.974930362116993,4.821727019498606,359,Democratic Party,Male,16.0,8.0,677.0,106.0,42.3125,13.25
1011,1562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,55,20,2.2,0.8,25,Republican Party,Male,4.0,0.0,11.0,0.0,2.75,
