,candidate_id,womens_rights_count,womens_rights_average_favorites,womens_rights_sum_favorites,womens_rights_average_retweets,womens_rights_sum_retweets,familycare_count,familycare_average_favorites,familycare_sum_favorites,familycare_average_retweets,familycare_sum_retweets,education_count,education_average_favorites,education_sum_favorites,education_average_retweets,education_sum_retweets,healthcare_count,healthcare_average_favorites,healthcare_sum_favorites,healthcare_average_retweets,healthcare_sum_retweets,military_count,military_average_favorites,military_sum_favorites,military_average_retweets,military_sum_retweets,economics_count,economics_average_favorites,economics_sum_favorites,economics_average_retweets,economics_sum_retweets,foreign_affairs_count,foreign_affairs_average_favorites,foreign_affairs_sum_favorites,foreign_affairs_average_retweets,foreign_affairs_sum_retweets,policing_count,policing_average_favorites,policing_sum_favorites,policing_average_retweets,policing_sum_retweets,covid_count,covid_average_favorites,covid_sum_favorites,covid_average_retweets,covid_sum_retweets,total_candidate_favorites,total_candidate_retweets,mean_candidate_favorites,mean_candidate_retweets,total_tweets,party,gender,masculine_count,feminine_count,masculine_total_engagement,feminine_total_engagement,masculine_average_engagement,feminine_average_engagement
15,21.0,5.0,5.6,28.0,2.6,13.0,1.0,5.0,5.0,0.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,4.0,10.0,40.0,1.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828,190,6.957983193277311,1.596638655462185,119,Republican Party,Male,5.0,7.0,49.0,54.0,9.8,7.714285714285714
16,23.0,2.0,2.5,5.0,1.5,3.0,8.0,29.125,233.0,7.5,60.0,10.0,2.5,25.0,2.9,29.0,4.0,1.75,7.0,1.75,7.0,4.0,9.75,39.0,5.0,20.0,31.0,29.193548387096776,905.0,10.35483870967742,321.0,1.0,6.0,6.0,3.0,3.0,7.0,144.0,1008.0,22.428571428571427,157.0,4.0,13.5,54.0,2.75,11.0,19479,7556,37.45961538461538,14.53076923076923,520,Republican Party,Male,43.0,24.0,2459.0,369.0,57.18604651162791,15.375
17,24.0,6.0,40.0,240.0,8.5,51.0,19.0,39.26315789473684,746.0,4.947368421052632,94.0,2.0,348.0,696.0,57.5,115.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,0.0,14.0,29.571428571428573,414.0,4.428571428571429,62.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,17.0,4.0,4.0,3.0,20.333333333333332,61.0,5.666666666666667,17.0,25533,4904,61.37740384615385,11.788461538461538,416,Republican Party,Female,16.0,27.0,507.0,1942.0,31.6875,71.92592592592592
18,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,2.0,3.0,6.0,0.5,1.0,1.0,10.0,10.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,657,175,5.429752066115703,1.4462809917355373,121,Independent,Male,4.0,3.0,12.0,13.0,3.0,4.333333333333333
19,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,4,0.4915254237288136,0.06779661016949153,59,Libertarian Party,Male,1.0,2.0,0.0,0.0,0.0,0.0
20,27.0,8.0,5.375,43.0,1.75,14.0,3.0,7.0,21.0,1.3333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,11.0,0.8,4.0,3.0,9.666666666666666,29.0,2.0,6.0,10.0,16.6,166.0,5.5,55.0,0.0,0.0,0.0,0.0,0.0,7.0,4.714285714285714,33.0,0.8571428571428571,6.0,0.0,0.0,0.0,0.0,0.0,6761,2153,13.49500998003992,4.297405189620759,501,Republican Party,Male,20.0,16.0,295.0,97.0,14.75,6.0625
21,28.0,3.0,35.333333333333336,106.0,5.333333333333333,16.0,5.0,10.2,51.0,0.2,1.0,7.0,13.142857142857142,92.0,1.5714285714285714,11.0,9.0,15.222222222222221,137.0,2.0,18.0,1.0,29.0,29.0,1.0,1.0,8.0,25.125,201.0,7.125,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,17368,4177,41.352380952380955,9.945238095238095,420,Nonpartisan,Male,9.0,24.0,288.0,432.0,32.0,18.0
22,29.0,0.0,0.0,0.0,0.0,0.0,7.0,26.428571428571427,185.0,8.571428571428571,60.0,0.0,0.0,0.0,0.0,0.0,5.0,30.2,151.0,7.4,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,42.0,4.5,9.0,8122,2799,24.317365269461078,8.380239520958083,334,Democratic Party,Female,0.0,12.0,0.0,433.0,,36.083333333333336
23,30.0,0.0,0.0,0.0,0.0,0.0,4.0,54.25,217.0,8.25,33.0,6.0,124.5,747.0,41.666666666666664,250.0,22.0,108.68181818181819,2391.0,33.90909090909091,746.0,9.0,476.8888888888889,4292.0,137.44444444444446,1237.0,15.0,56.0,840.0,14.733333333333333,221.0,3.0,47.666666666666664,143.0,17.0,51.0,2.0,590.0,1180.0,126.5,253.0,15.0,86.86666666666666,1303.0,16.2,243.0,81227,27846,141.75741710296685,48.596858638743456,573,Democratic Party,Male,29.0,32.0,8217.0,4384.0,283.3448275862069,137.0
24,31.0,0.0,0.0,0.0,0.0,0.0,8.0,0.25,2.0,0.125,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,1.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.25,5.0,1.25,5.0,2.0,1.0,2.0,0.5,1.0,219,127,1.0233644859813085,0.5934579439252337,214,Democratic Party,Male,8.0,12.0,10.0,6.0,1.25,0.5
25,32.0,2.0,30.5,61.0,9.0,18.0,7.0,23.0,161.0,8.714285714285714,61.0,0.0,0.0,0.0,0.0,0.0,2.0,39.5,79.0,15.5,31.0,0.0,0.0,0.0,0.0,0.0,3.0,29.666666666666668,89.0,19.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5542,1778,35.52564102564103,11.397435897435898,156,Democratic Party,Female,3.0,11.0,146.0,411.0,48.666666666666664,37.36363636363637
26,33.0,2.0,27.0,54.0,8.0,16.0,1.0,65.0,65.0,30.0,30.0,11.0,25.90909090909091,285.0,8.818181818181818,97.0,26.0,42.92307692307692,1116.0,19.923076923076923,518.0,1.0,173.0,173.0,57.0,57.0,20.0,75.55,1511.0,31.15,623.0,0.0,0.0,0.0,0.0,0.0,4.0,61.75,247.0,19.5,78.0,24.0,65.875,1581.0,17.833333333333332,428.0,39159,17390,65.92424242424242,29.276094276094277,594,Democratic Party,Male,25.0,40.0,2689.0,2181.0,107.56,54.525
27,34.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.75,9.0,0.16666666666666666,2.0,20.0,1.55,31.0,0.3,6.0,12.0,0.5,6.0,0.0,0.0,22.0,2.272727272727273,50.0,0.3181818181818182,7.0,1.0,0.0,0.0,0.0,0.0,7.0,0.7142857142857143,5.0,0.0,0.0,6.0,0.6666666666666666,4.0,0.16666666666666666,1.0,819,124,1.342622950819672,0.20327868852459016,610,Democratic Party,Male,42.0,33.0,68.0,52.0,1.619047619047619,1.5757575757575757
28,35.0,9.0,8.555555555555555,77.0,3.0,27.0,11.0,12.181818181818182,134.0,5.0,55.0,23.0,10.08695652173913,232.0,4.6521739130434785,107.0,51.0,10.627450980392156,542.0,4.294117647058823,219.0,6.0,3.1666666666666665,19.0,1.5,9.0,33.0,12.393939393939394,409.0,6.181818181818182,204.0,0.0,0.0,0.0,0.0,0.0,5.0,18.2,91.0,5.6,28.0,33.0,18.272727272727273,603.0,6.666666666666667,220.0,15964,6048,13.797752808988765,5.227312013828867,1157,Democratic Party,Female,44.0,94.0,760.0,1393.0,17.272727272727273,14.819148936170214
29,36.0,3.0,8.0,24.0,4.0,12.0,9.0,6.888888888888889,62.0,1.8888888888888888,17.0,4.0,13.25,53.0,4.25,17.0,6.0,21.666666666666668,130.0,8.333333333333334,50.0,1.0,50.0,50.0,9.0,9.0,7.0,14.571428571428571,102.0,8.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.25,69.0,5.0,20.0,12742,4478,24.132575757575758,8.481060606060606,528,Democratic Party,Female,8.0,22.0,217.0,365.0,27.125,16.59090909090909
30,39.0,3.0,3.6666666666666665,11.0,2.3333333333333335,7.0,11.0,11.818181818181818,130.0,3.3636363636363638,37.0,17.0,4.882352941176471,83.0,2.235294117647059,38.0,25.0,6.28,157.0,2.84,71.0,7.0,5.714285714285714,40.0,2.5714285714285716,18.0,12.0,7.583333333333333,91.0,4.833333333333333,58.0,0.0,0.0,0.0,0.0,0.0,2.0,8.5,17.0,3.5,7.0,27.0,7.555555555555555,204.0,3.5185185185185186,95.0,11328,4484,10.7680608365019,4.262357414448669,1052,Democratic Party,Male,21.0,56.0,231.0,534.0,11.0,9.535714285714286
31,40.0,1.0,0.0,0.0,0.0,0.0,3.0,1.3333333333333333,4.0,0.3333333333333333,1.0,1.0,5.0,5.0,0.0,0.0,3.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.3333333333333335,20.0,0.8333333333333334,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.8,8.0,0.4,4.0,11.0,0.7272727272727273,8.0,0.6363636363636364,7.0,1042,235,4.201612903225806,0.9475806451612904,248,Democratic Party,Male,16.0,8.0,37.0,12.0,2.3125,1.5
32,41.0,1.0,27.0,27.0,8.0,8.0,4.0,128.5,514.0,20.0,80.0,5.0,60.0,300.0,16.0,80.0,36.0,75.27777777777777,2710.0,25.63888888888889,923.0,3.0,91.0,273.0,26.0,78.0,24.0,63.25,1518.0,23.666666666666668,568.0,0.0,0.0,0.0,0.0,0.0,4.0,26.25,105.0,8.75,35.0,6.0,15.166666666666666,91.0,4.166666666666667,25.0,35717,9840,61.58103448275862,16.96551724137931,580,Democratic Party,Female,31.0,46.0,2577.0,4642.0,83.12903225806451,100.91304347826087
33,42.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,6.0,6.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,3.0,2.0,6.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,268,63,3.0112359550561796,0.7078651685393258,89,Democratic Party,Male,5.0,3.0,24.0,11.0,4.8,3.6666666666666665
34,43.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,3.0,18.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,1.0,2.0,3.5,7.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3333333333333335,7.0,0.6666666666666666,2.0,397,81,3.2540983606557377,0.6639344262295082,122,Democratic Party,Male,3.0,8.0,13.0,29.0,4.333333333333333,3.625
35,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,9,1.3571428571428572,0.32142857142857145,28,Democratic Party,Female,2.0,0.0,0.0,0.0,0.0,
36,45.0,2.0,8.5,17.0,5.0,10.0,13.0,33.84615384615385,440.0,8.76923076923077,114.0,10.0,26.7,267.0,7.2,72.0,16.0,79.875,1278.0,17.8125,285.0,5.0,9.6,48.0,3.2,16.0,24.0,14.375,345.0,3.9166666666666665,94.0,0.0,0.0,0.0,0.0,0.0,7.0,15.857142857142858,111.0,2.7142857142857144,19.0,9.0,133.11111111111111,1198.0,25.555555555555557,230.0,98169,33769,142.06801736613605,48.86975397973951,691,Democratic Party,Male,36.0,41.0,633.0,2483.0,17.583333333333332,60.5609756097561
37,46.0,3.0,1.0,3.0,0.6666666666666666,2.0,21.0,0.23809523809523808,5.0,0.0,0.0,21.0,0.6666666666666666,14.0,0.23809523809523808,5.0,7.0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,2.0,0.16666666666666666,1.0,20.0,0.35,7.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,13.0,0.6923076923076923,9.0,0.38461538461538464,5.0,849,297,0.8955696202531646,0.31329113924050633,948,Democratic Party,Male,27.0,52.0,16.0,29.0,0.5925925925925926,0.5576923076923077
38,47.0,3.0,966.0,2898.0,158.0,474.0,3.0,96.33333333333333,289.0,32.666666666666664,98.0,5.0,62.0,310.0,12.0,60.0,45.0,98.55555555555556,4435.0,41.8,1881.0,0.0,0.0,0.0,0.0,0.0,10.0,37.0,370.0,11.8,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,72.77272727272727,1601.0,20.454545454545453,450.0,72261,20826,94.58246073298429,27.259162303664922,764,Democratic Party,Female,10.0,56.0,488.0,10445.0,48.8,186.51785714285714
39,49.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,2.0,6.0,21.0,126.0,7.166666666666667,43.0,10.0,13.9,139.0,5.9,59.0,3.0,21.0,63.0,7.666666666666667,23.0,3.0,50.333333333333336,151.0,19.333333333333332,58.0,1.0,9.0,9.0,2.0,2.0,17512,5752,68.67450980392157,22.55686274509804,255,Republican Party,Male,22.0,2.0,662.0,28.0,30.09090909090909,14.0
40,50.0,2.0,43.5,87.0,12.5,25.0,2.0,1.5,3.0,0.5,1.0,5.0,5.6,28.0,1.6,8.0,3.0,15.666666666666666,47.0,1.3333333333333333,4.0,4.0,2.5,10.0,0.5,2.0,19.0,6.684210526315789,127.0,2.3684210526315788,45.0,0.0,0.0,0.0,0.0,0.0,23.0,24.52173913043478,564.0,7.217391304347826,166.0,11.0,15.363636363636363,169.0,6.0,66.0,17782,4444,25.771014492753622,6.440579710144927,690,Republican Party,Male,46.0,12.0,914.0,203.0,19.869565217391305,16.916666666666668
41,51.0,5.0,304.4,1522.0,115.0,575.0,17.0,2653.0,45101.0,720.2352941176471,12244.0,8.0,371.375,2971.0,99.875,799.0,12.0,417.0833333333333,5005.0,246.33333333333334,2956.0,12.0,242.33333333333334,2908.0,83.25,999.0,14.0,697.1428571428571,9760.0,188.42857142857142,2638.0,1.0,10.0,10.0,3.0,3.0,25.0,943.12,23578.0,249.92,6248.0,9.0,1373.888888888889,12365.0,443.1111111111111,3988.0,557381,165560,603.8797399783315,179.37161430119176,923,Republican Party,Male,52.0,42.0,46144.0,71173.0,887.3846153846154,1694.595238095238
42,53.0,17.0,219.35294117647058,3729.0,55.588235294117645,945.0,11.0,127.18181818181819,1399.0,22.90909090909091,252.0,18.0,67.5,1215.0,17.27777777777778,311.0,13.0,92.38461538461539,1201.0,27.153846153846153,353.0,8.0,27.125,217.0,8.0,64.0,40.0,121.325,4853.0,40.5,1620.0,0.0,0.0,0.0,0.0,0.0,23.0,65.82608695652173,1514.0,25.130434782608695,578.0,25.0,137.4,3435.0,46.76,1169.0,141698,42961,134.31090047393366,40.72132701421801,1055,Republican Party,Female,71.0,59.0,8846.0,9405.0,124.59154929577464,159.40677966101694
43,54.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.5714285714285716,50.0,1.5,21.0,2.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1491,702,7.492462311557789,3.527638190954774,199,Republican Party,Male,16.0,4.0,79.0,13.0,4.9375,3.25
44,56.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,1.5,3.0,1.0,2.0,2.0,0.0,0.0,6.0,2.0,12.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,261,76,1.8380281690140845,0.5352112676056338,142,Republican Party,Male,9.0,7.0,15.0,12.0,1.6666666666666667,1.7142857142857142
45,58.0,1.0,40.0,40.0,7.0,7.0,11.0,14.727272727272727,162.0,5.636363636363637,62.0,6.0,23.0,138.0,9.5,57.0,22.0,21.59090909090909,475.0,7.954545454545454,175.0,1.0,10.0,10.0,4.0,4.0,55.0,26.0,1430.0,10.745454545454546,591.0,1.0,7.0,7.0,3.0,3.0,4.0,30.25,121.0,10.75,43.0,13.0,21.76923076923077,283.0,6.538461538461538,85.0,12224,5297,20.006546644844516,8.669394435351883,611,Republican Party,Male,61.0,40.0,2209.0,1116.0,36.21311475409836,27.9
46,59.0,3.0,131.66666666666666,395.0,18.333333333333332,55.0,11.0,16.636363636363637,183.0,4.909090909090909,54.0,8.0,5.125,41.0,2.0,16.0,3.0,10.666666666666666,32.0,6.666666666666667,20.0,1.0,9.0,9.0,1.0,1.0,15.0,8.533333333333333,128.0,4.2,63.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,120.0,9.4,47.0,2.0,56.5,113.0,4.0,8.0,16940,5194,26.021505376344088,7.978494623655914,651,Republican Party,Female,21.0,25.0,368.0,796.0,17.523809523809526,31.84
47,61.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.0,0.0,3.0,1.6666666666666667,5.0,0.3333333333333333,1.0,2.0,2.5,5.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,681,153,2.779591836734694,0.6244897959183674,245,Republican Party,Female,4.0,12.0,14.0,19.0,3.5,1.5833333333333333
