Unnamed: 0,candidate_id,womens_rights_count,womens_rights_average_favorites,womens_rights_sum_favorites,womens_rights_average_retweets,womens_rights_sum_retweets,familycare_count,familycare_average_favorites,familycare_sum_favorites,familycare_average_retweets,familycare_sum_retweets,education_count,education_average_favorites,education_sum_favorites,education_average_retweets,education_sum_retweets,healthcare_count,healthcare_average_favorites,healthcare_sum_favorites,healthcare_average_retweets,healthcare_sum_retweets,military_count,military_average_favorites,military_sum_favorites,military_average_retweets,military_sum_retweets,economics_count,economics_average_favorites,economics_sum_favorites,economics_average_retweets,economics_sum_retweets,foreign_affairs_count,foreign_affairs_average_favorites,foreign_affairs_sum_favorites,foreign_affairs_average_retweets,foreign_affairs_sum_retweets,policing_count,policing_average_favorites,policing_sum_favorites,policing_average_retweets,policing_sum_retweets,covid_count,covid_average_favorites,covid_sum_favorites,covid_average_retweets,covid_sum_retweets,total_candidate_favorites,total_candidate_retweets,mean_candidate_favorites,mean_candidate_retweets,total_tweets,party,gender,masculine_count,feminine_count,masculine_total_engagement,feminine_total_engagement,masculine_average_engagement,feminine_average_engagement
943,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0.6666666666666666,0.2222222222222222,9,Republican Party,Male,1.0,0.0,0.0,0.0,0.0,
944,1922.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,56.0,3.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,92.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,2438,400,53.0,8.695652173913043,46,Republican Party,Male,2.0,4.0,110.0,70.0,55.0,17.5
945,1927.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,72,44,2.25,1.375,32,Republican Party,Male,0.0,1.0,0.0,1.0,,1.0
946,1929.0,2.0,3.0,6.0,0.0,0.0,7.0,2.0,14.0,0.2857142857142857,2.0,22.0,0.3181818181818182,7.0,1.0454545454545454,23.0,11.0,1.0909090909090908,12.0,1.0909090909090908,12.0,3.0,1.6666666666666667,5.0,0.3333333333333333,1.0,7.0,0.8571428571428571,6.0,0.7142857142857143,5.0,0.0,0.0,0.0,0.0,0.0,5.0,3.2,16.0,1.4,7.0,13.0,0.8461538461538461,11.0,0.7692307692307693,10.0,333,202,1.4605263157894737,0.8859649122807017,228,Republican Party,Male,15.0,42.0,40.0,76.0,2.6666666666666665,1.809523809523809
947,1930.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,6.1,61.0,1.8,18.0,0.0,0.0,0.0,0.0,0.0,16.0,9.625,154.0,3.375,54.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,2.0,4.0,2.0,7.5,15.0,2.0,4.0,2824,932,15.431693989071038,5.092896174863388,183,Republican Party,Male,18.0,12.0,222.0,90.0,12.333333333333336,7.5
948,1932.0,1.0,0.0,0.0,0.0,0.0,4.0,7.25,29.0,3.0,12.0,2.0,1.5,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.25,18.0,0.0,0.0,2.0,6.0,12.0,0.0,0.0,3.0,5.0,15.0,1.0,3.0,10.0,2.7,27.0,0.4,4.0,1407,323,3.985835694050992,0.9150141643059492,353,Republican Party,Male,13.0,9.0,48.0,46.0,3.692307692307693,5.111111111111111
949,1935.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7,0,0.1590909090909091,0.0,44,Republican Party,Male,9.0,1.0,1.0,0.0,0.1111111111111111,0.0
950,1936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,9,4.0,1.0,9,Republican Party,Female,1.0,0.0,5.0,0.0,5.0,
951,1937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,17.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,33.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,319,235,21.266666666666666,15.666666666666664,15,Republican Party,Male,2.0,0.0,72.0,0.0,36.0,
952,1938.0,1.0,131.0,131.0,45.0,45.0,5.0,27.8,139.0,5.2,26.0,2.0,2.0,4.0,1.0,2.0,17.0,194.7647058823529,3311.0,95.11764705882355,1617.0,2.0,5.0,10.0,3.5,7.0,38.0,52.842105263157904,2008.0,19.57894736842105,744.0,0.0,0.0,0.0,0.0,0.0,2.0,22.5,45.0,7.5,15.0,20.0,30.85,617.0,8.7,174.0,27153,11392,76.27247191011236,32.0,356,Republican Party,Male,42.0,25.0,2829.0,5275.0,67.35714285714286,211.0
953,1941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.5,21.0,0.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,9.0,1.5,3.0,301,55,5.101694915254237,0.9322033898305084,59,Republican Party,Male,1.0,6.0,7.0,23.0,7.0,3.8333333333333335
